3,0.148,3.6E-09
3.3,0.163,3.0E-09
3.6,0.178,2.8E-09
3.9,0.193,2.7E-09
4.2,0.208,2.0E-09
4.5,0.222,2.0E-09
4.8,0.237,1.9E-09
5.1,0.252,1.3E-09
5.4,0.267,1.3E-09
5.7,0.282,1.3E-09
6,0.297,1.2E-09
6.3,0.311,1.2E-09
6.6,0.326,1.2E-09
6.9,0.341,1.2E-09
7.2,0.356,1.2E-09
7.5,0.371,1.2E-09
7.8,0.385,1.2E-09
8.1,0.400,1.2E-09
8.4,0.415,1.2E-09
8.7,0.430,1.5E-09
9,0.445,1.5E-09
